300,-1.43939e-08,-6.84663e-11,210.233
310,-1.95785e-08,-9.2109e-11,212.558
320,-3.61988e-08,-1.69316e-10,213.794
330,-5.82829e-08,-2.70862e-10,215.176
340,-3.55084e-08,-1.64229e-10,216.213
350,-3.75912e-08,-1.73083e-10,217.186
360,-2.94427e-08,-1.34321e-10,219.197
370,-2.94829e-08,-1.3276e-10,222.077
380,-9.14168e-08,-4.08158e-10,223.974
390,-9.35773e-08,-3.42674e-10,273.08
400,-3.33191e-08,-1.24581e-10,267.449
410,-7.15076e-08,-2.60697e-10,274.294
420,-1.45723e-07,-5.35265e-10,272.245
430,-7.87028e-08,-3.00166e-10,262.198
440,-9.32016e-08,-3.64346e-10,255.805
450,-1.55432e-07,-5.98601e-10,259.659
460,-1.21425e-07,-4.77613e-10,254.233
470,-1.37986e-07,-3.07187e-10,449.192
480,-1.67488e-07,-4.18367e-10,400.338
490,-1.45608e-07,-4.05895e-10,358.733
500,-1.42215e-07,-6.25437e-10,227.385
510,-1.28467e-07,-5.64491e-10,227.58
520,-1.10021e-07,-4.83703e-10,227.456
530,-1.24215e-07,-5.46694e-10,227.211
540,-9.68e-08,-4.26043e-10,227.207
550,-1.37344e-07,-6.04491e-10,227.206
560,-1.07806e-07,-4.74794e-10,227.058
570,-1.31428e-07,-5.78892e-10,227.034
580,-1.06876e-07,-2.81796e-10,379.267
590,-9.45031e-08,-2.38556e-10,396.146
600,-9.5504e-08,-2.54721e-10,374.936
610,-7.10373e-08,-1.9623e-10,362.01
620,-8.96119e-08,-2.13411e-10,419.903
630,-1.12304e-07,-3.4745e-10,323.223
640,-9.33805e-08,-2.60783e-10,358.077
650,-8.81351e-08,-2.40354e-10,366.689
660,-8.45453e-08,-2.90784e-10,290.749
670,-7.50994e-08,-2.40922e-10,311.717
680,-8.59187e-08,-2.76937e-10,310.246
690,-1.14481e-07,-5.08675e-10,225.057
700,-6.97632e-08,-3.11878e-10,223.687
710,-1.0366e-07,-4.67091e-10,221.927
720,-6.69958e-08,-3.0418e-10,220.251
730,-9.26777e-08,-4.24581e-10,218.28
740,-8.20489e-08,-3.79164e-10,216.394
750,-7.73705e-08,-3.60298e-10,214.74
760,-7.6561e-08,-3.58486e-10,213.568
770,-5.79915e-08,-2.72687e-10,212.667
780,-4.24242e-08,-1.99791e-10,212.343
790,-6.58513e-08,-3.10446e-10,212.118
800,-5.6884e-08,-1.777e-10,320.113
810,-4.72771e-08,-1.48673e-10,317.994
820,-46083361120374187335691552364393660416,-1.25367e-09,36758765161784346439234798853533069787678113792
830,-492843808338518976678945259543068672,-6.83694e-10,720854371017617546939355960597834115720413184
840,-9.38451e-08,-2.78877e-10,336.511
850,-3.61033e-08,-9.62929e-11,374.932
860,-3.1272e-08,-8.64524e-11,361.725
870,-5.60172e-08,-1.69426e-10,330.629
880,-46083361120374187335691552364393660416,-1.47578e-09,31226443724927962168141579677470596798041030656
890,-1.20676e-07,-4.59384e-10,262.691
900,-1.49326e-07,-6.7639e-10,220.769
910,-9.87121e-08,-4.65308e-10,212.144
920,-6534462616822435055661154625619230720,-9.65955e-10,6764769183680850744556887278554850871063085056
930,-8.28015e-08,-3.89788e-10,212.427
940,-1.82604e-07,-8.59835e-10,212.371
950,-1.71112e-07,-8.07045e-10,212.023
960,-5.72548e-08,-2.70439e-10,211.711
970,-1.19443e-07,-5.65638e-10,211.165
980,-46083361120374187335691552364393660416,-2.39607e-09,19232894331290066023171198400803333588069122048
990,-46083361120374187335691552364393660416,-1.97174e-09,23371925872769324862042899256260617134665629696
1000,-6.02643e-08,-2.89931e-10,207.857
1010,-7.73181e-08,-2.86264e-10,270.094
1020,-3.50023e-08,-1.29051e-10,271.228
1030,-2.8714e-08,-1.09197e-10,262.956
1040,-2.1073e-08,-8.08968e-11,260.492
1050,-2.79321e-08,-1.22271e-10,228.444
1060,-1.4521e-08,-6.36868e-11,228.006
1070,-1.29288e-08,-5.90419e-11,218.977
1080,-1.39763e-08,-6.72241e-11,207.906
1090,-1.20014e-08,-5.89471e-11,203.596
1100,-5.51771e-09,-2.72303e-11,202.631
