310,-0.99
320,-0.99
330,-0.99
340,-0.99
350,0.15
360,0.15
370,0.15
380,0.16
390,0.17
400,0.18
410,0.19
420,0.2
430,0.21
440,0.21
450,0.22
460,0.23
470,0.24
480,0.24
490,0.25
500,0.25
510,0.26
520,0.27
530,0.27
540,0.28
550,0.28
560,0.29
570,0.3
580,0.3
590,0.31
600,0.31
610,0.32
620,0.33
630,0.33
640,0.34
650,0.34
660,0.35
670,0.35
680,0.36
690,0.36
700,0.37
710,0.38
720,0.38
730,0.39
740,0.39
750,0.4
760,0.4
770,0.41
780,0.41
790,0.42
800,0.43
810,0.43
820,0.44
830,0.44
840,0.45
850,0.45
860,0.46
870,0.46
880,0.47
890,0.47
900,0.48
910,0.48
920,0.49
930,0.49
940,0.5
950,0.5
960,0.51
970,0.51
980,0.5
990,0.5
1000,0.49
1010,0.47
1020,0.44
1030,0.4
1040,0.35
1050,0.3
1060,0.24
1070,0.2
1080,0.17
1090,0.14
1100,0.11
